motif_archetype	calderon_celltype	analysis_set	n_total	n_high	n_low	n_overlap	n_high_overlap	n_high_not_overlap	n_low_overlap	n_low_not_overlap	firth_status	converged	iterations	coefficient	standard_error	p_value	odds_ratio	ci_lower_95	ci_upper_95	log_likelihood_penalized	warning_text	model_context	analysis_version	pooling_strategy	global_fdr	cell_fdr
NR_19	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
NR_2	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
NR_20	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
NR_3	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
NR_4	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
NR_5	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
NR_6	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
NR_7	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
NR_8	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
NR_9	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
OCT4+SOX2	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
OSR2	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
OVOL1	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
P53-like_1	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
P53-like_2	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
P53-like_3	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
PAX-halfsite	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
PAX_1	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
PAX_2	Follicular_T_Helper	strict_primary	2061	12	2049	1	0	12	1	2048	firth_fit_ok	True	11.0	4.17936323159474		0.0835501011579278	65.3242435531649	0.423117619608693	1422.74867742618	-72.3912733551916		Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction	0.253805468428383	0.167660685138141
PLAG1	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
POU_1	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
POU_2	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
POU_3	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
PRDM1	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
PRDM14	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
PRDM16	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
PRDM4	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
PRDM5	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
PRDM9	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
PROX1	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
RBPJ	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
REL-halfsite	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
REST_NRSF	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
RFX_1	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
RFX_2	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
RFX_3	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
RUNX_1	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
RUNX_2	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
SCRT1	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
SIX_1	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
SIX_2	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
SMAD_1	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
SMAD_2	Follicular_T_Helper	strict_primary	2061	12	2049	1	0	12	1	2048	firth_fit_ok	True	11.0	3.85841961568793		0.101946513991598	47.3903971160464	0.304622113061456	1056.88808597805	-72.3913623215382		Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction	0.256460390795695	0.167660685138141
SMAD_3	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
SMARCA1	Follicular_T_Helper	strict_primary	2061	12	2049	1	0	12	1	2048	firth_fit_ok	True	11.0	4.71749062691729		0.0629122194739971	111.887133537735	0.678813553761771	2892.22440395086	-72.3921375389603		Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction	0.253805468428383	0.167660685138141
SMARCA5	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
SNAI2	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
SOX_1	Follicular_T_Helper	strict_primary	2061	12	2049	2	0	12	2	2047	firth_fit_ok	True	12.0	2.59263504191704		0.219167024551597	13.3649424280631	0.0882096919030645	242.137845988738	-72.0455731035825		Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction	0.332136540104305	0.260913124466187
SOX_2	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
SOX_3	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
SOX_4	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
SOX_5	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
SOX_6	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
SOX_7	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
SOX_8	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
SPDEF_1	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
SPDEF_2	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
SPI	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
SPZ1	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
SREBF1	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
SRF	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
STAT_1	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
STAT_2	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
TATA	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
TBX_1	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
TBX_2	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
TBX_3	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
TBX_4	Follicular_T_Helper	strict_primary	2061	12	2049	2	0	12	2	2047	firth_fit_ok	True	11.0	2.29135728974985		0.273003764806179	9.88834993296513	0.0614633684769754	177.454303339646	-72.0467506332067		Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction	0.374171372472774	0.310231550916113
TCF_LEF	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
TEAD	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
TFAP2_1	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
TFAP2_2	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
TFCP2	Follicular_T_Helper	strict_primary	2061	12	2049	1	0	12	1	2048	firth_fit_ok	True	11.0	1.77107559508162		0.373647909025904	5.87717141961008	0.0371133082204099	137.089108590913	-72.3941408419641		Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction	0.465557391204129	0.389216571901983
THAP1	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
YY1	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
ZBED1	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
ZBTB14	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
ZBTB48	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
ZBTB49	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
ZBTB6	Follicular_T_Helper	strict_primary	2061	12	2049	1	0	12	1	2048	firth_fit_ok	True	11.0	5.12917775601925		0.0480525000878447	168.878201856258	1.0696489084798	3930.82611103684	-72.3909753597804		Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction	0.253805468428383	0.167660685138141
ZBTB7A	Follicular_T_Helper	strict_primary	2061	12	2049	0	0	12	0	2049	skip_motif_no_variation	False										Follicular_T_Helper	existing_single_source	single_source_no_pooling_correction		
