motif_archetype	calderon_celltype	analysis_set	n_total	n_high	n_low	n_overlap	n_high_overlap	n_high_not_overlap	n_low_overlap	n_low_not_overlap	firth_status	converged	iterations	coefficient	standard_error	p_value	odds_ratio	ci_lower_95	ci_upper_95	log_likelihood_penalized	warning_text	model_context	analysis_version	pooling_strategy	global_fdr	cell_fdr
ZNF410	Monocytes	strict_primary	61893	513	61380	0	0	513	0	61380	skip_motif_no_variation	False										Resting_Monocytes	corrected_resting_pool	resting_sources_only_consensus_discordant_removed		
ZNF418	Monocytes	strict_primary	61893	513	61380	2	0	513	2	61378	firth_fit_ok	True	8.0	2.58984798524908		0.210760288469859	13.3277454352932	0.0944555104389906	178.456160106176	-2960.4702340424		Resting_Monocytes	corrected_resting_pool	resting_sources_only_consensus_discordant_removed	0.329504251150021	0.545953132934317
ZNF423	Monocytes	strict_primary	61893	513	61380	4	0	513	4	61376	firth_fit_ok	True	8.0	2.50787123544655		0.216689567933337	12.2787636225391	0.0906633720338355	127.187898430308	-2960.12368814481		Resting_Monocytes	corrected_resting_pool	resting_sources_only_consensus_discordant_removed	0.332136540104305	0.545953132934317
ZNF431	Monocytes	strict_primary	61893	513	61380	0	0	513	0	61380	skip_motif_no_variation	False										Resting_Monocytes	corrected_resting_pool	resting_sources_only_consensus_discordant_removed		
ZNF435	Monocytes	strict_primary	61893	513	61380	0	0	513	0	61380	skip_motif_no_variation	False										Resting_Monocytes	corrected_resting_pool	resting_sources_only_consensus_discordant_removed		
ZNF436	Monocytes	strict_primary	61893	513	61380	12	0	513	12	61368	firth_fit_ok	True	9.0	0.0328811206396129		0.983336869939478	1.03342767871721	0.0073617819259981	11.6414257857391	-2959.5746923734		Resting_Monocytes	corrected_resting_pool	resting_sources_only_consensus_discordant_removed	0.989236891159115	0.993113795762623
ZNF449	Monocytes	strict_primary	61893	513	61380	6	1	512	5	61375	firth_fit_ok	True	9.0	2.60014022923896		0.036964936616722	13.4656261771232	1.21589916289327	86.8445955921443	-2959.92104638637		Resting_Monocytes	corrected_resting_pool	resting_sources_only_consensus_discordant_removed	0.253805468428383	0.491272066221179
ZNF490	Monocytes	strict_primary	61893	513	61380	2	1	512	1	61379	firth_fit_ok	True	8.0	2.95454219895203		0.142715470026577	19.192934162908	0.459828199386411	798.031805428715	-2960.47032420016		Resting_Monocytes	corrected_resting_pool	resting_sources_only_consensus_discordant_removed	0.278091230571648	0.513072429827131
ZNF524	Monocytes	strict_primary	61893	513	61380	4	0	513	4	61376	firth_fit_ok	True	8.0	2.6650036670026		0.195653645487116	14.3680022334017	0.106687545027945	146.033185096996	-2960.12366484105		Resting_Monocytes	corrected_resting_pool	resting_sources_only_consensus_discordant_removed	0.316666660591045	0.545953132934317
ZNF528	Monocytes	strict_primary	61893	513	61380	4	0	513	4	61376	firth_fit_ok	True	9.0	1.72405915660661		0.359926581760563	5.6072430096466	0.0404886035592093	62.2477300886634	-2960.1237716484		Resting_Monocytes	corrected_resting_pool	resting_sources_only_consensus_discordant_removed	0.459518563561915	0.651963816513156
ZNF53	Monocytes	strict_primary	61893	513	61380	10	1	512	9	61371	firth_fit_ok	True	10.0	0.861615336401056		0.460025074401548	2.36698107796805	0.187876558070128	16.5478671552067	-2959.665831828		Resting_Monocytes	corrected_resting_pool	resting_sources_only_consensus_discordant_removed	0.541903073592456	0.693371126634217
ZNF547	Monocytes	strict_primary	61893	513	61380	3	0	513	3	61377	firth_fit_ok	True	9.0	2.22582446048763		0.262695361597636	9.26111508067463	0.066648843284005	108.933093045793	-2960.26753461255		Resting_Monocytes	corrected_resting_pool	resting_sources_only_consensus_discordant_removed	0.370389752191499	0.566398790522598
ZNF549	Monocytes	strict_primary	61893	513	61380	2	0	513	2	61378	firth_fit_ok	True	9.0	1.72805506785854		0.369116645615029	5.62969388105265	0.0385237227114981	94.4212205883141	-2960.47029665307		Resting_Monocytes	corrected_resting_pool	resting_sources_only_consensus_discordant_removed	0.464164181860899	0.653586359116986
ZNF554	Monocytes	strict_primary	61893	513	61380	10	0	513	10	61370	firth_fit_ok	True	9.0	1.18165098339083		0.498520518088214	3.25975155838707	0.0243056003076221	29.9955179891623	-2959.66564547214		Resting_Monocytes	corrected_resting_pool	resting_sources_only_consensus_discordant_removed	0.572501873512264	0.701456122952741
ZNF563	Monocytes	strict_primary	61893	513	61380	19	0	513	19	61361	firth_fit_ok	True	9.0	-0.459531215007668		0.743598500955583	0.631579651181933	0.0047378324106117	5.58280865698682	-2959.34547161993		Resting_Monocytes	corrected_resting_pool	resting_sources_only_consensus_discordant_removed	0.789092924009828	0.848945679848092
ZNF57	Monocytes	strict_primary	61893	513	61380	1	0	513	1	61379	firth_fit_ok	True	8.0	4.12166497399326		0.0837939934758766	61.661822174588	0.421362787160215	1164.09323481172	-2960.81681524133		Resting_Monocytes	corrected_resting_pool	resting_sources_only_consensus_discordant_removed	0.253805468428383	0.491272066221179
ZNF586	Monocytes	strict_primary	61893	513	61380	1	0	513	1	61379	firth_fit_ok	True	8.0	3.8280964664021		0.100011698358134	45.9749400445801	0.314768602154085	863.846968923579	-2960.81676122622		Resting_Monocytes	corrected_resting_pool	resting_sources_only_consensus_discordant_removed	0.256460390795695	0.491272066221179
ZNF652	Monocytes	strict_primary	61893	513	61380	0	0	513	0	61380	skip_motif_no_variation	False										Resting_Monocytes	corrected_resting_pool	resting_sources_only_consensus_discordant_removed		
ZNF667	Monocytes	strict_primary	61893	513	61380	4	0	513	4	61376	firth_fit_ok	True	9.0	1.60010151250841		0.396683090178308	4.95353524466161	0.0344199796385828	68.0868636510068	-2960.12374450889		Resting_Monocytes	corrected_resting_pool	resting_sources_only_consensus_discordant_removed	0.484580200539302	0.658698043503232
ZNF680	Monocytes	strict_primary	61893	513	61380	1	1	512	0	61380	firth_fit_ok	True	8.0	5.34842599118366		0.0011614226868145	210.277059303633	11.198524804968	30704.905187881	-2960.81676571881		Resting_Monocytes	corrected_resting_pool	resting_sources_only_consensus_discordant_removed	0.150884751204932	0.173025937031018
ZNF708	Monocytes	strict_primary	61893	513	61380	4	0	513	4	61376	firth_fit_ok	True	8.0	2.22161165217154		0.259202234581382	9.22218184475803	0.0682874185946692	92.6001493967572	-2960.12373148127		Resting_Monocytes	corrected_resting_pool	resting_sources_only_consensus_discordant_removed	0.368301480210269	0.566398790522598
ZNF713	Monocytes	strict_primary	61893	513	61380	2	0	513	2	61378	firth_fit_ok	True	9.0	3.02735076651485		0.161052526891615	20.6424733547898	0.145233188490392	286.95712348527	-2960.47021502896		Resting_Monocytes	corrected_resting_pool	resting_sources_only_consensus_discordant_removed	0.290944247369194	0.531728977673904
ZNF768	Monocytes	strict_primary	61893	513	61380	1	0	513	1	61379	firth_fit_ok	True	8.0	2.55092239037406		0.220481072915782	12.8189223817548	0.0876721390871445	241.49494929384	-2960.81680853123		Resting_Monocytes	corrected_resting_pool	resting_sources_only_consensus_discordant_removed	0.332136540104305	0.545953132934317
ZNF784	Monocytes	strict_primary	61893	513	61380	0	0	513	0	61380	skip_motif_no_variation	False										Resting_Monocytes	corrected_resting_pool	resting_sources_only_consensus_discordant_removed		
ZNF85_1	Monocytes	strict_primary	61893	513	61380	0	0	513	0	61380	skip_motif_no_variation	False										Resting_Monocytes	corrected_resting_pool	resting_sources_only_consensus_discordant_removed		
ZNF85_2	Monocytes	strict_primary	61893	513	61380	0	0	513	0	61380	skip_motif_no_variation	False										Resting_Monocytes	corrected_resting_pool	resting_sources_only_consensus_discordant_removed		
ZSCAN3	Monocytes	strict_primary	61893	513	61380	6	0	513	6	61374	firth_fit_ok	True	9.0	0.549995271223578		0.746908939481735	1.73324482172077	0.0119700644627556	24.8557657372838	-2959.92108711017		Resting_Monocytes	corrected_resting_pool	resting_sources_only_consensus_discordant_removed	0.789275623023766	0.848945679848092
ZSCAN4	Monocytes	strict_primary	61893	513	61380	2	1	512	1	61379	firth_fit_ok	True	8.0	4.71346063699431		0.0016637109329905	111.437136867117	8.66605541274246	1431.92830390776	-2960.47020678484		Resting_Monocytes	corrected_resting_pool	resting_sources_only_consensus_discordant_removed	0.16736931985885	0.173025937031018
AHR	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
AIRE	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
AP1_1	Naive_B	strict_primary	2702	11	2691	1	0	11	1	2690	firth_fit_ok	True	12.0	4.46745064468099		0.0700189242794727	87.134303320851	0.567699402491987	1874.66092005083	-70.6016679935727		Naive_B	existing_single_source	single_source_no_pooling_correction	0.253805468428383	0.130503044553828
AP1_2	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
ARI5A	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
ARI5B	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
BATF	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
BCL6_1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
BCL6_2	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
CCAAT_CEBP	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
CENBP	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
CPEB1	Naive_B	strict_primary	2702	11	2691	1	0	11	1	2690	firth_fit_ok	True	12.0	3.72459790286508		0.112282022574802	41.4545606330912	0.259810331124995	988.359665714495	-70.6023797356733		Naive_B	existing_single_source	single_source_no_pooling_correction	0.256460390795695	0.134002557218512
CREB3_XBP1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
CREB_ATF_1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
CREB_ATF_2	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
CREB_ATF_3	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
CTCF	Naive_B	strict_primary	2702	11	2691	1	0	11	1	2690	firth_fit_ok	True	12.0	4.68003561428295		0.0621657353742701	107.773910793606	0.692730102852159	2409.48640714943	-70.6017195360841		Naive_B	existing_single_source	single_source_no_pooling_correction	0.253805468428383	0.130503044553828
CUX_1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
CUX_2	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
CUX_3	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
CUX_4	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
DDIT3+CEBPA	Naive_B	strict_primary	2702	11	2691	1	0	11	1	2690	firth_fit_ok	True	12.0	3.79388892667609		0.104154806786175	44.428845267233	0.294276932389151	913.127257334401	-70.6017435090458		Naive_B	existing_single_source	single_source_no_pooling_correction	0.256460390795695	0.134002557218512
DMRT1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
DMRT3	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
E2F_1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
E2F_2	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
E2F_3	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
E2F_4	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
EBF1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
EGR	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
ETS_1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
ETS_2	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
EVI1_MECOM	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
EWSR1_FLI1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
Ebox_CACCTG	Naive_B	strict_primary	2702	11	2691	1	0	11	1	2690	firth_fit_ok	True	12.0	5.12907968210936		0.0473433457826208	168.861640122857	1.09695064584164	3661.03122506213	-70.6014553149747		Naive_B	existing_single_source	single_source_no_pooling_correction	0.253805468428383	0.130503044553828
Ebox_CACGTG_1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
Ebox_CACGTG_2	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
Ebox_CAGATGG	Naive_B	strict_primary	2702	11	2691	1	0	11	1	2690	firth_fit_ok	True	12.0	5.12907968210936		0.0473433457826208	168.861640122857	1.09695064584164	3661.03122506213	-70.6014553149747		Naive_B	existing_single_source	single_source_no_pooling_correction	0.253805468428383	0.130503044553828
Ebox_CAGCTG	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
Ebox_CATATG	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
FEZF1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
FOX_1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
FOX_2	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
FOX_3	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
FOX_4	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
FOX_5	Naive_B	strict_primary	2702	11	2691	1	0	11	1	2690	firth_fit_ok	True	12.0	5.59451568092098		0.0364349151305672	268.947362205591	1.71472284548655	6132.33140157847	-70.6015373020635		Naive_B	existing_single_source	single_source_no_pooling_correction	0.253805468428383	0.130503044553828
FOX_6	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
FOX_7	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
FOX_8	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
FOX_9	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
GATA	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
GC-tract	Naive_B	strict_primary	2702	11	2691	7	0	11	7	2684	firth_fit_ok	True	12.0	2.73596658653422		0.18815526159052	15.4246454873312	0.113466481858629	159.72088951078	-69.6316643953015		Naive_B	existing_single_source	single_source_no_pooling_correction	0.313030519671805	0.18815526159052
GCM	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
GFI	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
GLI	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
GLIS	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
GMEB2_1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
GMEB2_2	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
GMEB2_3	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
GRHL	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
HAND1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
HD_1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
HD_10	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
HD_11	Naive_B	strict_primary	2702	11	2691	1	0	11	1	2690	firth_fit_ok	True	12.0	4.78739278235881		0.0575564082338712	119.988125336782	0.78854160876912	2516.64042075004	-70.6014776241406		Naive_B	existing_single_source	single_source_no_pooling_correction	0.253805468428383	0.130503044553828
HD_12	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
HD_13	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
HD_14	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
HD_15	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
HD_16	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
HD_17	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
HD_18	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
HD_19	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
HD_2	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
HD_20	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
HD_21	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
HD_22	Naive_B	strict_primary	2702	11	2691	2	0	11	2	2689	firth_fit_ok	True	12.0	4.07100214145176		0.0864174373563021	58.6156743652321	0.400372090505337	880.652100218646	-70.2552240420197		Naive_B	existing_single_source	single_source_no_pooling_correction	0.253805468428383	0.130503044553828
HD_23	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
HD_24	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
HD_25	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
HD_3	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
HD_4	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
HD_5	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
HD_6	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
HD_7	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
HD_8	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
HD_9	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
HEN1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
HIC_1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
HIC_2	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
HIF	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
HINFP1_1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
HINFP1_2	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
HINFP1_3	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
HLTF	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
HOMEZ	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
HSF	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
HSFY2	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
INSM1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
IRF_1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
IRF_2	Naive_B	strict_primary	2702	11	2691	2	0	11	2	2689	firth_fit_ok	True	12.0	4.05151632151558		0.0865435906734545	57.4845560628723	0.399508434557521	826.527549785513	-70.2550445031653		Naive_B	existing_single_source	single_source_no_pooling_correction	0.253805468428383	0.130503044553828
IRF_3	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
IRF_4	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
KAISO	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
KLF_SP_1	Naive_B	strict_primary	2702	11	2691	1	0	11	1	2690	firth_fit_ok	True	12.0	4.17771321449029		0.0949154431399969	65.2165463095481	0.34126870677496	2464.02510966511	-70.6047606337051		Naive_B	existing_single_source	single_source_no_pooling_correction	0.256460390795695	0.130508734317496
KLF_SP_2	Naive_B	strict_primary	2702	11	2691	4	0	11	4	2687	firth_fit_ok	True	12.0	3.35769529634453		0.13573651387439	28.7229167262621	0.190802706305201	392.852602289264	-69.9129028445848		Naive_B	existing_single_source	single_source_no_pooling_correction	0.275304300317815	0.147980167456972
KLF_SP_3	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
LEF1	Naive_B	strict_primary	2702	11	2691	1	0	11	1	2690	firth_fit_ok	True	12.0	4.30599494806631		0.0760724771231424	74.1429471490587	0.4945351912248	1492.95510727287	-70.6014524806109		Naive_B	existing_single_source	single_source_no_pooling_correction	0.253805468428383	0.130503044553828
LIN54	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
MAF	Naive_B	strict_primary	2702	11	2691	1	0	11	1	2690	firth_fit_ok	True	12.0	4.50538152071927		0.0677243176638123	90.5028661815971	0.600262467711843	1849.916954742	-70.6014623238518		Naive_B	existing_single_source	single_source_no_pooling_correction	0.253805468428383	0.130503044553828
MBD2	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
MECP2	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
MEF2	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
MFZ1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
MIES	Naive_B	strict_primary	2702	11	2691	1	0	11	1	2690	firth_fit_ok	True	12.0	5.3057220128336		0.0428400573186023	201.486425693788	1.30014416491305	4449.90180206696	-70.6014513545685		Naive_B	existing_single_source	single_source_no_pooling_correction	0.253805468428383	0.130503044553828
